season,team,player_id,player_name,age,minutes
2018,Atletico Madrid,357565,Rodri,22,3680.0
2018,Atletico Madrid,74229,Koke,26,3512.0
2018,Atletico Madrid,230784,Thomas Partey,25,2724.0
2018,Atletico Madrid,205562,Thomas Lemar,22,2612.0
2018,Atletico Madrid,148928,Saúl Ñíguez,23,3913.0
2018,Atletico Madrid,295065,Toni Moya,20,135.0
2018,Atletico Madrid,461629,Gustavo Assunção,18,
2018,Atletico Madrid,242299,Roberto Olabe,22,
2018,Atletico Madrid,442802,Cristian Rodríguez,22,
2018,Atletico Madrid,396327,Mikel Carro,19,
2018,Atletico Madrid,125781,Antoine Griezmann,27,4070.0
2018,Atletico Madrid,266807,Ángel Correa,23,2593.0
2018,Atletico Madrid,128223,Álvaro Morata,25,1212.0
2018,Atletico Madrid,505674,Sergio Camello,17,45.0
2018,Atletico Madrid,257448,Gelson Martins,23,455.0
2018,Atletico Madrid,396334,Joaquín Muñoz,19,1.0
2018,Atletico Madrid,505673,Víctor Mollejo,17,62.0
2018,Atletico Madrid,36371,Nikola Kalinić,30,1090.0
2018,Atletico Madrid,44779,Diego Costa,29,1530.0
2018,Atletico Madrid,67082,Vitolo,28,1088.0
2018,Atletico Madrid,566036,Borja Garcés,18,19.0
2018,Real Madrid,108390,Thibaut Courtois,26,3150.0
2018,Real Madrid,404839,Andriy Lunin,19,
2018,Real Madrid,283489,Luca Zidane,20,90.0
2018,Real Madrid,79422,Keylor Navas,31,1920.0
2018,Real Madrid,27486,Kiko Casilla,31,
2018,Real Madrid,282411,Marcos Llorente,23,1179.0
2018,Real Madrid,341264,Fran García,18,45.0
2018,Real Madrid,138927,Daniel Carvajal,26,3142.0
2018,Real Madrid,341263,Adrián Dela,19,
2018,Real Madrid,282429,Sergio Reguilón,21,1796.0
2018,Real Madrid,58884,Nacho Fernández,28,2494.0
2018,Real Madrid,221316,Lucas Vázquez,27,2655.0
2018,Real Madrid,251896,Jesús Vallejo,21,492.0
2018,Real Madrid,25557,Sergio Ramos,32,3663.0
2018,Real Madrid,280730,Álvaro Odriozola,22,1856.0
2018,Real Madrid,340853,Javi Sánchez,21,346.0
2018,Real Madrid,164770,Raphaël Varane,25,3775.0
2018,Real Madrid,44501,Marcelo,30,2858.0
2018,Real Madrid,369081,Federico Valverde,19,1120.0
2018,Real Madrid,296622,Marco Asensio,22,2379.0
2018,Real Madrid,319745,Dani Ceballos,21,1928.0
2018,Real Madrid,16306,Casemiro,26,3263.0
2018,Real Madrid,261503,Álvaro Fidalgo,21,12.0
2018,Real Madrid,27992,Luka Modrić,32,3571.0
2018,Real Madrid,85288,Isco,26,1739.0
2018,Real Madrid,340864,Jaume Grau,21,
2018,Real Madrid,340867,Jaime Seoane,21,
2018,Real Madrid,458466,Franchu,20,
2018,Real Madrid,31909,Toni Kroos,28,3431.0
2018,Real Madrid,371998,Vinicius Junior,17,1742.0
2018,Real Madrid,314678,Brahim Díaz,18,394.0
2018,Real Madrid,298976,Borja Mayoral,21,19.0
2018,Real Madrid,18922,Karim Benzema,30,4305.0
2018,Real Madrid,339707,Cristo,20,81.0
2018,Real Madrid,225020,Mariano Díaz,24,602.0
2018,Real Madrid,39381,Gareth Bale,28,2621.0
2018,Valencia,111819,Neto,28,4230.0
2018,Valencia,398131,Cristian Rivero,20,
2018,Valencia,227805,Jaume Doménech,27,1260.0
2018,Valencia,221322,José Gayà,23,4398.0
2018,Valencia,346289,Mouctar Diakhaby,21,2843.0
2018,Valencia,320271,Toni Lato,20,1041.0
2018,Valencia,423443,Álex Centelles,18,
2018,Valencia,257851,Rúben Vezo,24,742.0
2018,Valencia,149498,Gabriel Paulista,27,4020.0
2018,Valencia,131102,Jeison Murillo,26,270.0
2018,Valencia,61546,Facundo Roncaglia,31,931.0
2018,Valencia,163086,Cristiano Piccini,25,2891.0
2018,Valencia,35939,Ezequiel Garay,31,3009.0
2018,Valencia,557149,Kang-in Lee,17,501.0
2018,Valencia,372246,Carlos Soler,21,3840.0
2018,Valencia,127189,Geoffrey Kondogbia,25,1987.0
2018,Valencia,417575,Uros Racic,20,69.0
2018,Valencia,495629,Hugo Guillamón,18,
2018,Valencia,59561,Dani Parejo,29,4697.0
2018,Valencia,74869,Francis Coquelin,27,2816.0
2018,Valencia,63463,Daniel Wass,29,3742.0
2018,Valencia,398184,Ferran Torres,18,1751.0
2018,Valencia,225122,Gonçalo Guedes,21,2471.0
2018,Valencia,284883,Fran Navarro,20,
2018,Valencia,131505,Rodrigo,27,3781.0
2018,Valencia,179184,Michy Batshuayi,24,1045.0
2018,Valencia,336731,Nacho Gil,22,
2018,Valencia,98322,Denis Cheryshev,27,2229.0
2018,Valencia,85383,Rubén Sobrino,26,419.0
2018,Valencia,328914,Álex Blanco,19,21.0
2018,Valencia,320259,Sito Pascual,21,
2018,Valencia,27389,Kévin Gameiro,31,2658.0
2018,Valencia,255653,Santi Mina,22,2707.0
2018,Sevilla,251892,Juan Soriano,20,945.0
2018,Sevilla,207302,Sergio Rico,24,90.0
2018,Sevilla,396107,Javi Díaz,21,90.0
2018,Sevilla,64000,Tomáš Vaclík,29,4395.0
2018,Sevilla,469737,Lucho García,20,
2018,Sevilla,346766,Guilherme Arana,21,1592.0
2018,Sevilla,263361,Maximilian Wöber,20,582.0
2018,Sevilla,461866,Javi Vázquez,17,90.0
2018,Sevilla,461843,Juan Berrocal,19,215.0
2018,Sevilla,92947,Sergi Gómez,26,4132.0
2018,Sevilla,93935,Sergio Escudero,28,2302.0
2018,Sevilla,45319,Gabriel Mercado,31,2723.0
2018,Sevilla,102744,Sébastien Corchia,27,123.0
2018,Sevilla,48859,Simon Kjaer,29,3035.0
2018,Sevilla,37712,Daniel Carriço,29,3304.0
2018,Sevilla,41281,Nicolás Pareja,34,180.0
2018,Sevilla,378954,Joris Gnagnon,21,1255.0
2018,Sevilla,74230,Pablo Sarabia,26,3738.0
2018,Sevilla,76163,Franco Vázquez,29,3504.0
2018,Sevilla,205503,Ibrahim Amadou,25,1739.0
2018,Sevilla,12249,Éver Banega,30,4075.0
2018,Sevilla,67920,Ganso,28,16.0
2018,Sevilla,317482,Marko Rog,22,477.0
2018,Sevilla,396145,Pepe Mena,20,13.0
2018,Sevilla,202984,Roque Mesa,29,3012.0
2018,Sevilla,60542,Maxime Gonalons,29,768.0
2018,Sevilla,15956,Jesús Navas,32,3585.0
2018,Sevilla,268949,Borja Lasso,24,90.0
2018,Sevilla,537382,Bryan Gil,17,184.0
2018,Sevilla,198008,André Silva,22,2845.0
2018,Sevilla,223725,Munir El Haddadi,22,1333.0
2018,Sevilla,119228,Luis Muriel,27,811.0
2018,Sevilla,534379,Pejiño,21,170.0
2018,Sevilla,146854,Wissam Ben Yedder,27,4028.0
2018,Sevilla,376486,Marc Gual,22,
2018,Sevilla,70934,Nolito,31,963.0
2018,Sevilla,88490,Aleix Vidal,28,1299.0
2018,Sevilla,182381,Quincy Promes,26,2870.0
2018,Real Sociedad,229604,Gerónimo Rulli,26,2610.0
2018,Real Sociedad,428948,Andoni Zubiaurre,21,
2018,Real Sociedad,26065,Miguel Ángel Moyá,34,1170.0
2018,Real Sociedad,339808,Theo Hernández,20,2336.0
2018,Real Sociedad,351809,Robin Le Normand,21,528.0
2018,Real Sociedad,355628,Igor Zubeldia,21,2860.0
2018,Real Sociedad,289255,Andoni Gorosabel,21,454.0
2018,Real Sociedad,246291,Diego Llorente,24,1932.0
2018,Real Sociedad,517842,Aihen Muñoz,20,954.0
2018,Real Sociedad,229804,Aritz Elustondo,24,2362.0
2018,Real Sociedad,206947,Kévin Rodrigues,24,484.0
2018,Real Sociedad,197135,Joseba Zaldua,26,2411.0
2018,Real Sociedad,51046,Héctor Moreno,30,2205.0
2018,Real Sociedad,142419,Raúl Navas,30,1311.0
2018,Real Sociedad,423440,Martín Zubimendi,19,6.0
2018,Real Sociedad,338424,Mikel Merino,22,2202.0
2018,Real Sociedad,465967,Ander Guevara,20,90.0
2018,Real Sociedad,569866,Roberto López,18,28.0
2018,Real Sociedad,59344,Asier Illarramendi,28,2017.0
2018,Real Sociedad,99352,Rubén Pardo,25,1447.0
2018,Real Sociedad,289286,Luca Sangalli,23,1098.0
2018,Real Sociedad,59375,David Zurutuza,31,1411.0
2018,Real Sociedad,351478,Mikel Oyarzabal,21,3500.0
2018,Real Sociedad,616369,Ander Barrenetxea,16,400.0
2018,Real Sociedad,594926,Naïs Djouahra,18,
2018,Real Sociedad,434990,Álex Sola,19,90.0
2018,Real Sociedad,289236,Jon Bautista,22,665.0
2018,Real Sociedad,122155,Willian José,26,2584.0
2018,Real Sociedad,126737,Juanmi,25,1725.0
2018,Real Sociedad,177847,Adnan Januzaj,23,1475.0
2018,Real Sociedad,199369,Sandro Ramírez,22,1158.0
2018,Real Sociedad,289272,Martín Merquelanz,23,5.0
2018,Real Sociedad,563335,Zourdine Thior,20,
2018,Real Betis,286415,Pau López,23,3150.0
2018,Real Betis,101118,Joel Robles,28,1740.0
2018,Real Betis,476344,Emerson Royal,19,318.0
2018,Real Betis,374139,Junior Firpo,21,2314.0
2018,Real Betis,80293,Aïssa Mandi,26,4260.0
2018,Real Betis,99922,Marc Bartra,27,3961.0
2018,Real Betis,401624,Edgar González,21,90.0
2018,Real Betis,521455,Julio Alonso,19,
2018,Real Betis,370691,Francis Guerrero,22,2240.0
2018,Real Betis,129386,Zouhair Feddal,28,2171.0
2018,Real Betis,27374,Sidnei,28,2667.0
2018,Real Betis,32522,Antonio Barragán,31,1671.0
2018,Real Betis,261498,Diego Altamirano,21,
2018,Real Betis,348795,Giovani Lo Celso,22,3488.0
2018,Real Betis,66106,Sergio Canales,27,3814.0
2018,Real Betis,100131,William Carvalho,26,3508.0
2018,Real Betis,429901,Paul Akouokou,20,
2018,Real Betis,77826,Ryad Boudebouz,28,626.0
2018,Real Betis,95641,Darko Brasanac,26,
2018,Real Betis,256120,Wilfrid Kaptoum,21,1059.0
2018,Real Betis,36350,Javi García,31,1175.0
2018,Real Betis,20506,Andrés Guardado,31,3133.0
2018,Real Betis,566667,Jaime Garijo,19,
2018,Real Betis,371174,Diego Lainez,18,494.0
2018,Real Betis,354741,Loren Morón,24,2694.0
2018,Real Betis,234523,Antonio Sanabria,22,1383.0
2018,Real Betis,505675,Rober González,17,11.0
2018,Real Betis,134936,Jesé,25,972.0
2018,Real Betis,98249,Takashi Inui,30,745.0
2018,Real Betis,145769,Sergio León,29,1156.0
2018,Real Betis,141834,Cristian Tello,26,2413.0
2018,Real Betis,7663,Joaquín,36,2552.0
2018,Real Betis,548618,Adrián Tellado,19,
2018,Real Betis,521462,José Manuel Irizo,20,
2018,Athletic Club,262396,Unai Simón,21,990.0
2018,Athletic Club,212862,Álex Remiro,23,
2018,Athletic Club,71570,Iago Herrerín,30,2790.0
2018,Athletic Club,338286,Hodei Oleaga,21,
2018,Athletic Club,524000,Dani Vivian,18,
2018,Athletic Club,158863,Iñigo Martínez,27,3084.0
2018,Athletic Club,338285,Unai Núñez,21,1244.0
2018,Athletic Club,61812,Yuri Berchiche,28,3301.0
2018,Athletic Club,255488,Yeray Álvarez,23,2794.0
2018,Athletic Club,262117,Cristian Ganea,26,67.0
2018,Athletic Club,255501,Iñigo Lekue,25,210.0
2018,Athletic Club,96718,Óscar de Marcos,29,2652.0
2018,Athletic Club,197545,Ander Capa,26,1796.0
2018,Athletic Club,85258,Mikel Balenziaga,30,700.0
2018,Athletic Club,192009,Unai López,22,391.0
2018,Athletic Club,447052,Peru Nolaskoain,19,642.0
2018,Athletic Club,178425,Dani García,28,2623.0
2018,Athletic Club,52469,Mikel San José,29,1993.0
2018,Athletic Club,40888,Beñat Etxebarria,31,2193.0
2018,Athletic Club,71571,Ander Iturraspe,29,262.0
2018,Athletic Club,51474,Mikel Rico,33,242.0
2018,Athletic Club,34601,Raúl García,31,2469.0
2018,Athletic Club,255508,Iñaki Williams,24,3179.0
2018,Athletic Club,335216,Iñigo Vicente,20,
2018,Athletic Club,340205,Gorka Guruzeta,21,304.0
2018,Athletic Club,251848,Iñigo Córdoba,21,1486.0
2018,Athletic Club,197126,Kenan Kodro,24,151.0
2018,Athletic Club,192736,Sabin Merino,26,
2018,Athletic Club,54235,Iker Muniain,25,2545.0
2018,Athletic Club,54245,Markel Susaeta,30,1631.0
2018,Athletic Club,127837,Ibai Gómez,28,668.0
2018,Athletic Club,29124,Aritz Aduriz,37,1118.0
2018,Celta Vigo,297194,Iván Villar,20,
2018,Celta Vigo,199321,Rubén Blanco,22,2340.0
2018,Celta Vigo,45912,Sergio Álvarez,31,1260.0
2018,Celta Vigo,216240,Lucas Olaza,23,898.0
2018,Celta Vigo,273000,Júnior Alonso,25,714.0
2018,Celta Vigo,276111,David Costas,23,1263.0
2018,Celta Vigo,253765,Wesley Hoedt,24,893.0
2018,Celta Vigo,64134,Néstor Araújo,26,2772.0
2018,Celta Vigo,221315,Kevin Vázquez,25,398.0
2018,Celta Vigo,181619,Robert Mazan,24,180.0
2018,Celta Vigo,30677,Gustavo Cabral,32,1988.0
2018,Celta Vigo,164055,David Juncà,24,1758.0
2018,Celta Vigo,61546,Facundo Roncaglia,31,1161.0
2018,Celta Vigo,119905,Hugo Mallo,27,3094.0
2018,Celta Vigo,192735,Stanislav Lobotka,23,2567.0
2018,Celta Vigo,319859,Mathias Jensen,22,235.0
2018,Celta Vigo,309110,Brais Méndez,21,2396.0
2018,Celta Vigo,423444,Fran Beltrán,19,1620.0
2018,Celta Vigo,232271,Sofiane Boufal,24,2099.0
2018,Celta Vigo,137616,Okay Yokuşlu,24,2349.0
2018,Celta Vigo,167798,Andrew Hjulsager,23,509.0
2018,Celta Vigo,168959,Nemanja Radoja,25,
2018,Celta Vigo,77826,Ryad Boudebouz,28,723.0
2018,Celta Vigo,207924,Jozabed Sánchez,27,1191.0
2018,Celta Vigo,396894,Maxi Gómez,21,2997.0
2018,Celta Vigo,249303,Dennis Eckert Ayensa,21,255.0
2018,Celta Vigo,72047,Iago Aspas,30,2372.0
2018,Celta Vigo,252641,Pione Sisto,23,970.0
2018,Celta Vigo,283223,Emre Mor,20,469.0
2018,Celta Vigo,463332,Emmanuel Apeh,21,12.0
2018,Villarreal,57522,Andrés Fernández,31,1980.0
2018,Villarreal,51710,Sergio Asenjo,29,2880.0
2018,Villarreal,30749,Mariano Barbosa,33,
2018,Villarreal,527966,Andrei Rațiu,20,90.0
2018,Villarreal,356197,Alfonso Pedraza,22,2864.0
2018,Villarreal,354742,Pepe Castaño,19,90.0
2018,Villarreal,204102,Xavi Quintillà,21,808.0
2018,Villarreal,399775,Miguel Llambrich,22,1047.0
2018,Villarreal,11111,Ramiro Funes Mori,27,3537.0
2018,Villarreal,73250,Mario Gaspar,27,3401.0
2018,Villarreal,183647,Álvaro González,28,3686.0
2018,Villarreal,62920,Víctor Ruiz,29,2966.0
2018,Villarreal,65318,Jaume Costa,30,2202.0
2018,Villarreal,5856,Daniele Bonera,37,726.0
2018,Villarreal,58576,Miguel Layún,30,1030.0
2018,Villarreal,357885,Pablo Fornals,22,3441.0
2018,Villarreal,341278,Iván Martín,19,7.0
2018,Villarreal,335225,Manu Morlanes,19,1018.0
2018,Villarreal,466298,Santiago Cáseres,21,2306.0
2018,Villarreal,65467,Vicente Iborra,30,1957.0
2018,Villarreal,188854,Manu Trigueros,26,2205.0
2018,Villarreal,56134,Javi Fuego,34,657.0
2018,Villarreal,15799,Santi Cazorla,33,3117.0
2018,Villarreal,40428,Manuel Iturra,34,163.0
2018,Villarreal,44412,Bruno Soriano,34,
2018,Villarreal,401922,Samuel Chukwueze,19,2412.0
2018,Villarreal,251106,Enes Ünal,21,
2018,Villarreal,177467,Gerard Moreno,26,3091.0
2018,Villarreal,315110,Karl Toko Ekambi,25,2753.0
2018,Villarreal,413262,Dani Raba,22,760.0
2018,Villarreal,119235,Carlos Bacca,31,1890.0
2018,Villarreal,82048,Nicola Sansone,26,354.0
2018,RCD Espanyol Barcelona,37403,Roberto,32,570.0
2018,RCD Espanyol Barcelona,34370,Diego López,36,3420.0
2018,RCD Espanyol Barcelona,281769,Mario Hermoso,23,3106.0
2018,RCD Espanyol Barcelona,501418,Adrià Pedrosa,20,1078.0
2018,RCD Espanyol Barcelona,423166,Pipa,20,
2018,RCD Espanyol Barcelona,129444,David López,28,2079.0
2018,RCD Espanyol Barcelona,262391,Lluís López,21,771.0
2018,RCD Espanyol Barcelona,175323,Óscar Duarte,29,837.0
2018,RCD Espanyol Barcelona,356196,Iago Indias,22,
2018,RCD Espanyol Barcelona,49500,Roberto Rosales,29,2230.0
2018,RCD Espanyol Barcelona,148666,Naldo,29,1516.0
2018,RCD Espanyol Barcelona,67090,Dídac Vilà,29,2490.0
2018,RCD Espanyol Barcelona,72310,Javi López,32,2159.0
2018,RCD Espanyol Barcelona,336869,Marc Roca,21,3499.0
2018,RCD Espanyol Barcelona,142021,Sergi Darder,24,3125.0
2018,RCD Espanyol Barcelona,359210,Alfa Semedo,20,42.0
2018,RCD Espanyol Barcelona,448344,Óscar Melendo,20,2351.0
2018,RCD Espanyol Barcelona,313113,Álex López,21,385.0
2018,RCD Espanyol Barcelona,63290,Víctor Sánchez,30,1467.0
2018,RCD Espanyol Barcelona,56067,Pablo Piatti,29,1239.0
2018,RCD Espanyol Barcelona,44065,Esteban Granero,30,2138.0
2018,RCD Espanyol Barcelona,408471,Javi Puado,20,595.0
2018,RCD Espanyol Barcelona,278359,Borja Iglesias,25,3499.0
2018,RCD Espanyol Barcelona,394285,Víctor Campuzano,21,
2018,RCD Espanyol Barcelona,221899,Léo Baptistão,25,1561.0
2018,RCD Espanyol Barcelona,140436,Lei Wu,26,1065.0
2018,RCD Espanyol Barcelona,379530,Carlos Doncel,21,
2018,RCD Espanyol Barcelona,7922,Sergio García,35,1547.0
2018,RCD Espanyol Barcelona,93795,Facundo Ferreyra,27,204.0
2018,RCD Espanyol Barcelona,73636,Hernán Pérez,29,892.0
2018,Getafe,226012,David Soria,25,3330.0
2018,Getafe,246335,Rubén Yáñez,24,
2018,Getafe,95736,Leandro Chichizola,28,630.0
2018,Getafe,376514,Mathías Olivera,20,1011.0
2018,Getafe,583510,Miguel Rubio,20,
2018,Getafe,221150,Dakonam Djené,26,3256.0
2018,Getafe,102423,Leandro Cabrera,27,3127.0
2018,Getafe,170472,Dimitri Foulquier,25,2094.0
2018,Getafe,281755,Iván Alejo,23,333.0
2018,Getafe,70245,Ignasi Miquel,25,587.0
2018,Getafe,76746,Damián Suárez,30,3709.0
2018,Getafe,44699,Antunes,31,2357.0
2018,Getafe,188838,Bruno González,28,2158.0
2018,Getafe,290249,Mauro Arambarri,22,2900.0
2018,Getafe,273152,Nemanja Maksimovic,23,3526.0
2018,Getafe,129693,Gaku Shibasaki,26,500.0
2018,Getafe,138803,Francisco Portillo,28,2343.0
2018,Getafe,188157,Sebastián Cristóforo,24,787.0
2018,Getafe,131506,Samu Saiz,27,471.0
2018,Getafe,51426,Markel Bergara,32,53.0
2018,Getafe,17396,Mathieu Flamini,34,642.0
2018,Getafe,573775,Hugo Duro,18,561.0
2018,Getafe,339820,Amath Ndiaye,21,1010.0
2018,Getafe,227961,Jaime Mata,29,2717.0
2018,Getafe,242532,Rober Ibáñez,25,333.0
2018,Getafe,51510,Ángel Rodríguez,31,2096.0
2018,Getafe,256429,Sergi Guardiola,27,166.0
2018,Getafe,57825,Jorge Molina,36,2783.0
2018,Leganes,404839,Andriy Lunin,19,544.0
2018,Leganes,238032,Andrés Prieto,24,
2018,Leganes,27493,Iván Cuéllar,34,3236.0
2018,Leganes,71835,Jon Ander Serantes,28,
2018,Leganes,282435,David Tejero,22,
2018,Leganes,131090,Diego Reyes,25,319.0
2018,Leganes,189453,Jonathan Silva,24,2850.0
2018,Leganes,427683,Josua Mejías,20,
2018,Leganes,131708,Kenneth Omeruo,24,2704.0
2018,Leganes,245048,Vasyl Kravets,20,559.0
2018,Leganes,111508,Allan Nyom,30,1806.0
2018,Leganes,75127,Ezequiel Muñoz,27,210.0
2018,Leganes,64411,Juanfran Moreno,29,1723.0
2018,Leganes,139434,Raúl Carnero,29,470.0
2018,Leganes,156808,Unai Bustinza,26,2279.0
2018,Leganes,203617,Rodri Tarín,21,1609.0
2018,Leganes,52403,Dimitrios Siovas,29,3233.0
2018,Leganes,284884,Óscar Rodríguez,20,2540.0
2018,Leganes,300168,Mikel Vesga,25,2181.0
2018,Leganes,268670,Gerard Gumbau,23,1485.0
2018,Leganes,571079,Facundo García,18,
2018,Leganes,162079,Fede Vico,23,
2018,Leganes,113045,Rubén Pérez,29,2565.0
2018,Leganes,150948,Recio,27,1468.0
2018,Leganes,156814,Javi Eraso,28,907.0
2018,Leganes,433049,Youssef En-Nesyri,21,2219.0
2018,Leganes,95732,Martin Braithwaite,27,1588.0
2018,Leganes,364603,José Manuel Arnáiz,23,147.0
2018,Leganes,111621,Dani Ojeda,23,191.0
2018,Leganes,178107,Michael Santos,25,552.0
2018,Leganes,457782,Owusu Kwabena,21,
2018,Leganes,184672,Guido Carrillo,27,2011.0
2018,Leganes,456938,Javi Avilés,20,8.0
2018,Leganes,192736,Sabin Merino,26,549.0
2018,Leganes,193938,Diego Rolán,25,373.0
2018,Leganes,37917,Nabil El Zhar,31,1182.0
2018,Leganes,171165,Mamadou Koné,26,
2018,Leganes,217728,Alexander Szymanowski,29,10.0
2018,Alaves,298197,Antonio Sivera,21,450.0
2018,Alaves,172015,Fernando Pacheco,26,3150.0
2018,Alaves,524937,Álex Domínguez,19,
2018,Alaves,177046,Rubén Duarte,22,2776.0
2018,Alaves,249730,Guillermo Maripán,24,2188.0
2018,Alaves,295414,Adrián Marín,21,373.0
2018,Alaves,355335,Adrián Diéguez,22,180.0
2018,Alaves,176140,Rodrigo Ely,24,431.0
2018,Alaves,483573,Martín Aguirregabiria,22,2124.0
2018,Alaves,184767,Ximo Navarro,28,2533.0
2018,Alaves,263627,Carlos Vigaray,23,826.0
2018,Alaves,67080,Víctor Laguardia,28,3240.0
2018,Alaves,483742,Antonio Perera,21,
2018,Alaves,95641,Darko Brasanac,26,1767.0
2018,Alaves,93142,Dani Torres,28,161.0
2018,Alaves,139895,Tomás Pina,30,2344.0
2018,Alaves,76273,Manu García,32,2415.0
2018,Alaves,45639,Mubarak Wakaso,27,1664.0
2018,Alaves,284727,Jonathan Calleri,24,2915.0
2018,Alaves,85324,Borja Bastón,25,1616.0
2018,Alaves,188651,Patrick Twumasi,24,202.0
2018,Alaves,85383,Rubén Sobrino,26,1124.0
2018,Alaves,328914,Álex Blanco,19,14.0
2018,Alaves,98249,Takashi Inui,30,837.0
2018,Alaves,193938,Diego Rolán,25,293.0
2018,Alaves,98596,John Guidetti,26,759.0
2018,Alaves,127837,Ibai Gómez,28,1468.0
2018,Alaves,246277,Burgui,24,730.0
2018,Alaves,228761,Jony,26,2993.0
2018,Levante,118997,Aitor Fernández,27,1800.0
2018,Levante,299715,Koke Vegas,22,90.0
2018,Levante,8176,Oier Olazábal,28,1890.0
2018,Levante,336168,Shaq Moore,21,
2018,Levante,387129,Róber Pier,23,3125.0
2018,Levante,478426,Genís Montolio,21,
2018,Levante,257851,Rúben Vezo,24,1340.0
2018,Levante,302991,Erick Cabaco,23,1909.0
2018,Levante,158791,Sergio Postigo,29,1611.0
2018,Levante,248330,Chema Rodríguez,26,1410.0
2018,Levante,126516,Antonio Luna,27,1439.0
2018,Levante,125931,Toño García,28,1767.0
2018,Levante,71905,Coke,31,2085.0
2018,Levante,25412,Pedro López,34,553.0
2018,Levante,328480,Pepelu,19,
2018,Levante,245014,Enis Bardhi,22,2937.0
2018,Levante,120095,José Campaña,25,3391.0
2018,Levante,385084,Fran Manzanara,21,155.0
2018,Levante,337781,Arturo Molina,21,
2018,Levante,129679,Cheick Doukouré,25,441.0
2018,Levante,125783,Sanjin Prcic,24,894.0
2018,Levante,151470,Nikola Vukcevic,26,740.0
2018,Levante,274862,Moses Simon,22,1122.0
2018,Levante,298976,Borja Mayoral,21,1946.0
2018,Levante,263860,Jason Remeseiro,23,2413.0
2018,Levante,332612,Emmanuel Boateng,22,912.0
2018,Levante,212391,Roger Martí,27,1892.0
2018,Levante,252677,José Luis Morales,30,3225.0
2018,Levante,208890,Samu García,27,74.0
2018,Levante,67548,Rubén Rochina,27,1901.0
2018,Levante,254290,Raphael Dwamena,22,423.0
2018,Girona,207834,Yassine Bounou,27,2862.0
2018,Girona,223720,José Aurelio Suárez,22,
2018,Girona,378947,Marc Vito,22,
2018,Girona,7874,Gorka Iraizoz,37,1098.0
2018,Girona,553875,Pedro Porro,18,2392.0
2018,Girona,262939,Johan Mojica,25,19.0
2018,Girona,342218,Yhoan Andzouana,21,159.0
